Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Unemployment rate,Inflation rate,GDP,Daytime/evening attendance,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Target,Marital status,Application mode,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Application order
29,6,5,12.7,3.7,-1.7,1,1,0,0,0,0,Dropout,1,8,16,1,3,3,3,3,1
20,14,12,15.5,2.8,-4.06,1,0,0,1,0,0,Graduate,1,14,8,1,3,3,3,3,1
26,0,0,13.9,-0.3,0.79,1,0,0,1,0,0,Dropout,1,4,12,3,3,1,5,5,1
21,5,6,12.4,0.5,1.79,1,1,0,1,0,0,Graduate,1,1,10,1,23,1,8,8,2
19,8,8,9.4,-0.8,-3.12,1,0,0,1,0,1,Graduate,1,9,12,1,22,14,6,6,1
19,6,5,16.2,0.3,-0.92,1,1,1,1,0,0,Dropout,1,8,11,1,13,14,6,6,2
21,5,5,15.5,2.8,-4.06,1,0,0,1,0,0,Enrolled,1,8,15,1,23,28,10,6,1
20,4,4,16.2,0.3,-0.92,0,0,1,1,0,0,Graduate,1,9,3,1,1,1,5,4,1
18,7,8,15.5,2.8,-4.06,1,1,0,1,0,1,Graduate,1,1,12,1,22,27,10,9,6
20,4,3,7.6,2.6,0.32,1,1,0,0,0,0,Dropout,1,1,15,1,19,14,4,1,2
20,6,6,16.2,0.3,-0.92,1,0,0,1,0,1,Graduate,1,1,10,1,13,28,10,10,1
18,5,2,16.2,0.3,-0.92,1,0,0,1,0,1,Enrolled,1,14,12,1,13,14,5,8,1
18,1,4,9.4,-0.8,-3.12,1,1,0,1,0,0,Enrolled,1,7,5,1,1,1,4,4,1
18,6,5,9.4,-0.8,-3.12,1,1,0,1,0,0,Graduate,1,1,15,1,22,27,10,10,1
18,2,3,10.8,1.4,1.74,1,1,0,1,0,0,Enrolled,1,8,6,1,2,14,3,10,1
22,6,5,13.9,-0.3,0.79,1,1,0,1,0,0,Graduate,1,15,6,14,3,3,3,3,1
19,1,3,12.7,3.7,-1.7,1,1,0,1,0,0,Enrolled,1,15,6,14,1,14,5,2,3
19,6,6,12.4,0.5,1.79,1,1,0,1,0,1,Graduate,1,8,4,1,13,1,10,3,1
18,7,8,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,1,13,1,13,14,10,10,2
20,6,6,11.1,0.6,2.02,1,1,1,1,0,0,Graduate,1,1,10,1,23,28,28,42,1
18,5,4,10.8,1.4,1.74,1,1,0,1,0,0,Dropout,1,8,16,1,23,27,6,6,1
21,0,0,8.9,1.4,3.51,1,1,0,1,0,0,Dropout,1,8,14,1,1,14,6,6,2
19,6,6,12.4,0.5,1.79,1,0,0,1,0,0,Graduate,1,1,10,1,1,14,5,5,1
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,0,Dropout,1,1,12,1,23,28,10,10,5
18,6,5,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,1,1,15,1,10,10,12,5,4
18,0,0,12.4,0.5,1.79,1,1,0,1,0,0,Enrolled,1,8,2,1,1,1,7,8,1
21,2,0,15.5,2.8,-4.06,1,1,1,0,0,1,Dropout,1,8,6,1,13,14,5,10,1
19,5,4,13.9,-0.3,0.79,1,0,1,1,0,0,Graduate,1,1,9,1,1,28,6,6,1
19,5,5,9.4,-0.8,-3.12,1,1,0,1,0,1,Graduate,1,1,9,1,22,27,10,8,1
19,5,0,16.2,0.3,-0.92,1,1,0,1,0,0,Dropout,1,8,10,1,1,14,5,11,3
18,0,0,13.9,-0.3,0.79,1,0,0,1,0,0,Graduate,1,1,2,1,5,3,4,4,1
19,0,1,10.8,1.4,1.74,1,0,0,1,0,1,Dropout,1,14,11,1,23,28,10,10,1
20,6,8,16.2,0.3,-0.92,1,1,0,1,0,1,Dropout,1,8,12,1,23,1,6,8,2
18,6,6,9.4,-0.8,-3.12,1,1,0,0,0,0,Dropout,1,1,12,1,12,13,2,2,3
19,0,0,11.1,0.6,2.02,1,1,0,1,0,1,Dropout,1,1,2,1,13,14,9,9,1
18,6,6,10.8,1.4,1.74,1,1,0,1,0,0,Graduate,1,1,5,1,13,1,6,8,1
18,6,4,11.1,0.6,2.02,1,0,0,1,0,0,Enrolled,1,1,6,1,13,27,4,8,1
19,6,6,16.2,0.3,-0.92,1,0,0,1,0,1,Graduate,1,1,10,1,1,27,6,8,1
20,3,5,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,1,1,9,1,13,27,5,6,2
19,7,8,16.2,0.3,-0.92,1,1,0,1,0,1,Graduate,1,8,12,1,1,1,5,6,5
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,1,12,1,13,28,2,2,3
25,0,0,15.5,2.8,-4.06,1,0,1,1,0,0,Dropout,1,12,11,1,13,1,5,2,1
18,4,6,7.6,2.6,0.32,1,1,0,0,0,0,Graduate,1,8,5,1,22,27,10,10,5
19,6,6,8.9,1.4,3.51,1,1,0,1,0,0,Graduate,1,1,15,1,23,14,10,10,5
19,7,8,15.5,2.8,-4.06,1,1,0,1,0,1,Graduate,1,8,13,1,13,28,5,9,2
20,2,2,9.4,-0.8,-3.12,1,0,1,0,0,1,Dropout,1,1,9,1,13,14,6,9,1
18,7,7,13.9,-0.3,0.79,1,1,0,1,0,0,Enrolled,1,8,12,1,1,1,6,5,5
20,2,5,10.8,1.4,1.74,1,1,0,1,0,0,Graduate,1,8,6,1,23,27,5,10,4
21,6,6,11.1,0.6,2.02,1,1,0,1,0,0,Graduate,1,8,10,1,1,1,10,10,1
19,0,0,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,1,2,1,3,1,3,4,2
42,6,6,10.8,1.4,1.74,0,0,0,1,0,0,Graduate,2,12,3,9,22,27,8,10,1
18,5,5,8.9,1.4,3.51,1,1,1,0,0,0,Enrolled,1,8,8,1,3,3,3,3,1
19,5,6,15.5,2.8,-4.06,1,0,0,1,0,1,Graduate,1,1,5,1,22,27,10,7,1
18,6,4,8.9,1.4,3.51,1,1,0,1,0,0,Graduate,1,1,11,1,23,14,10,6,6
21,5,5,10.8,1.4,1.74,1,1,0,1,0,0,Graduate,1,5,6,1,13,14,5,6,1
20,6,6,16.2,0.3,-0.92,1,0,0,1,0,1,Graduate,1,1,10,1,23,27,6,6,1
20,7,7,11.1,0.6,2.02,1,1,0,1,0,0,Graduate,1,1,16,1,1,14,4,4,1
21,3,5,12.4,0.5,1.79,1,1,0,1,0,0,Enrolled,1,15,6,14,3,1,3,10,1
19,7,8,15.5,2.8,-4.06,1,1,0,1,0,0,Graduate,1,1,12,1,23,27,8,8,4
21,11,9,7.6,2.6,0.32,1,0,0,1,0,0,Graduate,1,13,10,1,1,14,5,10,1
19,6,6,8.9,1.4,3.51,1,1,0,1,0,0,Graduate,1,1,5,1,23,14,23,44,1
19,7,8,15.5,2.8,-4.06,1,0,0,1,0,1,Graduate,1,1,12,1,13,14,10,10,1
18,0,0,9.4,-0.8,-3.12,1,1,0,1,0,0,Enrolled,1,8,2,1,1,1,5,2,2
22,6,6,16.2,0.3,-0.92,1,1,0,1,0,0,Graduate,1,15,6,14,22,14,10,11,1
21,5,5,9.4,-0.8,-3.12,1,0,0,1,0,0,Graduate,1,1,16,1,3,1,4,6,2
18,2,3,7.6,2.6,0.32,1,1,0,1,0,1,Dropout,1,8,11,1,22,27,6,9,4
20,7,7,10.8,1.4,1.74,1,0,0,1,0,1,Graduate,1,1,12,1,1,3,2,3,4
18,3,4,7.6,2.6,0.32,1,1,1,0,0,0,Dropout,1,8,14,1,19,27,1,1,2
20,0,0,8.9,1.4,3.51,1,0,0,1,0,0,Dropout,1,8,10,1,13,27,8,10,1
23,6,7,12.4,0.5,1.79,1,1,0,1,0,0,Graduate,1,8,12,1,1,1,4,4,4
18,6,6,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,1,15,1,1,1,4,4,2
20,6,6,12.4,0.5,1.79,1,1,0,1,0,0,Graduate,1,15,10,14,1,1,10,4,1
18,7,7,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,8,12,1,23,27,6,10,1
20,4,5,11.1,0.6,2.02,1,1,0,1,0,0,Graduate,1,1,9,1,23,28,10,10,6
18,7,8,16.2,0.3,-0.92,1,1,0,1,0,0,Graduate,1,9,12,1,1,3,4,3,2
20,6,6,16.2,0.3,-0.92,1,1,0,1,0,0,Graduate,1,8,14,1,3,3,3,2,1
19,7,7,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,1,12,1,1,1,6,9,5
21,6,6,13.9,-0.3,0.79,1,0,0,1,0,0,Graduate,1,15,6,14,1,14,5,5,1
33,6,3,11.1,0.6,2.02,1,0,0,1,0,0,Graduate,2,4,5,17,22,1,10,8,1
24,1,0,7.6,2.6,0.32,1,0,1,0,0,0,Dropout,1,1,6,1,10,2,5,3,1
20,11,11,13.9,-0.3,0.79,1,0,0,1,0,1,Graduate,1,14,10,1,1,28,5,4,1
18,0,0,9.4,-0.8,-3.12,1,1,0,1,0,0,Graduate,1,1,2,1,13,28,10,2,1
18,6,6,15.5,2.8,-4.06,1,1,0,1,0,0,Graduate,1,1,5,1,1,1,8,4,4
29,4,2,7.6,2.6,0.32,0,0,1,1,0,0,Dropout,1,14,3,6,19,24,1,1,1
18,7,8,16.2,0.3,-0.92,1,0,0,1,0,0,Graduate,1,8,12,1,1,1,6,6,1
19,6,6,9.4,-0.8,-3.12,1,1,0,1,0,0,Graduate,1,1,15,1,23,27,6,6,3
19,0,0,15.5,2.8,-4.06,1,1,0,1,0,0,Dropout,1,8,2,1,23,28,8,8,1
18,5,6,12.4,0.5,1.79,1,0,0,1,0,1,Graduate,1,8,10,1,13,14,6,5,1
19,6,8,16.2,0.3,-0.92,1,0,0,1,0,1,Graduate,1,14,12,1,13,14,8,8,1
20,12,10,10.8,1.4,1.74,1,0,0,1,0,0,Dropout,1,13,16,1,22,14,10,4,1
19,1,2,7.6,2.6,0.32,1,1,0,1,0,0,Enrolled,1,8,10,1,2,1,4,5,2
19,4,3,9.4,-0.8,-3.12,1,1,0,1,0,1,Graduate,1,8,11,1,13,14,8,6,1
18,6,5,13.9,-0.3,0.79,1,0,0,1,0,1,Enrolled,1,1,5,1,13,27,5,5,1
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,1,Graduate,1,1,12,1,13,28,6,8,6
19,6,3,9.4,-0.8,-3.12,1,0,0,1,0,1,Graduate,1,8,11,1,3,1,3,4,1
20,5,6,12.7,3.7,-1.7,1,0,1,1,1,0,Dropout,1,8,15,1,1,1,6,6,4
18,0,0,7.6,2.6,0.32,1,1,0,1,1,1,Enrolled,1,8,2,1,22,27,10,7,1
18,0,0,16.2,0.3,-0.92,1,1,0,1,1,0,Dropout,1,1,12,1,4,14,3,4,6
35,5,4,8.9,1.4,3.51,1,0,1,0,1,0,Dropout,1,12,4,1,3,1,3,5,1
18,3,3,16.2,0.3,-0.92,1,0,0,1,1,0,Enrolled,1,8,7,1,13,28,10,8,1
19,0,0,13.9,-0.3,0.79,1,1,0,1,1,1,Graduate,1,1,2,1,22,14,6,9,1
19,4,6,15.5,2.8,-4.06,1,1,0,1,1,1,Enrolled,1,1,15,1,23,14,5,8,2
20,2,4,10.8,1.4,1.74,1,1,0,1,1,0,Enrolled,1,8,9,1,1,28,6,8,2
19,3,4,13.9,-0.3,0.79,1,1,0,1,1,0,Enrolled,1,14,5,1,1,1,5,8,1
19,3,2,12.7,3.7,-1.7,1,1,0,1,1,0,Dropout,1,1,9,1,23,28,10,10,3
24,0,0,11.1,0.6,2.02,1,0,0,1,1,0,Dropout,1,12,13,1,1,1,10,11,2
29,4,0,12.4,0.5,1.79,0,1,1,0,1,0,Dropout,1,12,3,1,22,27,10,8,1
24,7,2,15.5,2.8,-4.06,1,0,0,1,1,0,Graduate,1,12,12,1,23,3,10,2,1
19,5,4,15.5,2.8,-4.06,1,1,0,1,1,0,Graduate,1,8,11,1,13,28,7,7,2
37,0,0,7.6,2.6,0.32,1,1,0,1,1,0,Dropout,2,4,2,3,13,14,10,10,1
18,5,5,16.2,0.3,-0.92,1,1,0,1,1,0,Graduate,1,3,5,1,1,1,5,11,2
20,6,6,12.4,0.5,1.79,1,0,0,1,1,1,Enrolled,1,15,7,14,1,1,10,9,1
18,0,0,11.1,0.6,2.02,1,1,0,0,1,0,Dropout,1,1,9,1,24,29,4,4,5
22,0,3,16.2,0.3,-0.92,1,0,0,1,1,0,Enrolled,1,14,9,1,22,14,10,9,1
22,3,3,10.8,1.4,1.74,1,1,0,1,1,1,Enrolled,1,8,9,1,23,28,5,8,2
18,0,0,11.1,0.6,2.02,1,1,1,0,1,0,Dropout,1,1,15,1,1,28,10,6,5
18,7,7,12.7,3.7,-1.7,1,1,0,1,1,0,Graduate,1,1,12,1,1,1,5,5,3
19,6,6,9.4,-0.8,-3.12,1,1,0,1,1,0,Graduate,1,1,5,1,22,27,10,10,1
19,5,3,10.8,1.4,1.74,1,0,0,1,1,0,Enrolled,1,1,7,1,23,14,6,6,1
19,5,3,16.2,0.3,-0.92,1,0,0,1,1,0,Dropout,1,1,10,1,13,28,10,10,1
21,6,6,12.4,0.5,1.79,1,1,1,1,1,0,Graduate,1,15,4,14,13,14,10,8,1
19,5,8,8.9,1.4,3.51,1,0,0,1,1,0,Enrolled,1,1,15,1,3,1,3,5,2
18,6,4,8.9,1.4,3.51,1,0,0,1,1,0,Graduate,1,9,13,1,3,3,3,3,2
19,5,3,10.8,1.4,1.74,1,1,0,1,1,0,Dropout,1,7,9,1,13,14,5,10,2
25,6,6,11.1,0.6,2.02,1,0,0,1,1,0,Graduate,1,4,15,17,13,1,5,9,1
22,6,6,12.7,3.7,-1.7,1,1,0,1,1,0,Graduate,1,1,5,1,22,1,10,9,1
24,7,7,12.7,3.7,-1.7,1,0,0,1,1,0,Graduate,1,12,12,1,1,1,5,10,1
19,7,7,13.9,-0.3,0.79,1,1,0,1,1,0,Graduate,1,1,12,1,1,3,6,11,2
18,4,3,13.9,-0.3,0.79,1,0,0,1,1,0,Enrolled,1,14,7,1,3,1,3,4,1
20,0,0,9.4,-0.8,-3.12,1,0,0,0,1,0,Dropout,1,8,2,1,23,27,5,7,1
19,7,7,10.8,1.4,1.74,1,1,0,1,1,1,Graduate,1,1,12,1,13,14,10,8,2
19,2,4,7.6,2.6,0.32,1,1,0,1,1,0,Dropout,1,14,11,1,22,27,10,10,3
19,5,5,12.4,0.5,1.79,1,1,0,1,1,0,Graduate,1,1,14,1,3,3,4,4,1
23,0,0,15.5,2.8,-4.06,1,0,1,1,1,0,Dropout,1,14,4,1,22,27,10,7,1
47,5,4,12.7,3.7,-1.7,1,0,0,1,1,0,Dropout,2,12,15,1,22,28,10,4,1
19,6,4,16.2,0.3,-0.92,1,0,0,1,1,0,Graduate,1,1,5,1,1,1,4,10,1
19,0,0,11.1,0.6,2.02,1,1,0,1,1,0,Graduate,1,1,2,1,1,28,5,9,4
18,0,0,16.2,0.3,-0.92,1,1,0,1,1,0,Dropout,1,1,2,1,3,3,3,3,1
28,2,0,15.5,2.8,-4.06,1,0,0,1,1,0,Dropout,1,14,9,1,1,3,2,2,1
20,4,3,7.6,2.6,0.32,1,1,0,1,1,0,Dropout,1,14,11,6,19,24,1,1,1
18,3,4,15.5,2.8,-4.06,1,0,0,1,1,1,Enrolled,1,8,11,1,13,14,6,8,2
21,0,0,12.4,0.5,1.79,1,1,0,1,1,1,Graduate,1,1,2,1,13,14,5,9,1
19,4,2,10.8,1.4,1.74,1,0,0,1,1,0,Enrolled,1,1,11,1,23,14,10,5,1
24,0,0,16.2,0.3,-0.92,1,0,1,0,1,0,Dropout,1,12,11,12,23,27,5,6,1
24,6,3,16.2,0.3,-0.92,1,0,0,1,1,0,Enrolled,1,12,8,1,13,1,29,29,1
25,0,0,8.9,1.4,3.51,1,1,1,0,1,0,Enrolled,1,12,6,9,23,14,10,9,1
28,6,5,13.9,-0.3,0.79,1,0,0,1,1,0,Graduate,1,12,11,1,3,1,4,5,1
37,4,3,7.6,2.6,0.32,0,0,0,1,1,0,Enrolled,2,12,17,1,22,27,10,10,1
19,5,2,13.9,-0.3,0.79,1,0,0,1,1,0,Enrolled,1,14,7,1,1,28,5,8,1
18,7,8,11.1,0.6,2.02,1,1,0,1,1,1,Graduate,1,8,12,1,23,27,6,8,4
48,3,1,7.6,2.6,0.32,1,0,0,1,1,0,Dropout,1,12,11,12,22,27,12,12,1
21,6,6,8.9,1.4,3.51,1,1,0,1,1,0,Graduate,1,8,10,1,22,27,10,9,4
19,6,6,15.5,2.8,-4.06,1,0,0,1,1,1,Enrolled,1,8,12,1,1,1,5,6,1
21,0,0,9.4,-0.8,-3.12,1,0,0,1,1,1,Enrolled,1,14,12,1,13,1,10,11,2
23,0,0,13.9,-0.3,0.79,1,1,1,0,1,0,Dropout,1,15,7,1,22,10,10,9,1
18,5,4,10.8,1.4,1.74,1,1,0,1,1,0,Graduate,1,1,8,1,1,1,5,11,1
22,6,2,13.9,-0.3,0.79,1,0,0,1,1,0,Dropout,1,15,10,14,1,1,5,4,1
25,10,7,12.4,0.5,1.79,1,1,0,1,1,0,Dropout,1,7,2,1,13,27,10,8,1
27,8,5,11.1,0.6,2.02,1,0,1,1,1,0,Dropout,1,4,6,15,5,3,3,3,1
49,0,0,10.8,1.4,1.74,1,0,0,0,1,0,Dropout,1,12,7,9,19,24,1,1,1
31,2,0,12.7,3.7,-1.7,0,0,0,0,1,0,Dropout,1,12,17,1,13,27,6,6,1
54,6,5,16.2,0.3,-0.92,1,0,0,1,1,0,Dropout,1,12,11,1,22,27,10,7,1
25,21,12,11.1,0.6,2.02,1,1,1,0,1,0,Dropout,1,4,1,15,23,27,6,7,1
20,3,2,15.5,2.8,-4.06,1,0,0,1,1,0,Enrolled,1,15,4,14,5,3,3,3,1
28,2,3,12.7,3.7,-1.7,1,0,0,1,1,0,Dropout,1,4,5,3,4,4,3,3,1
41,7,6,12.7,3.7,-1.7,0,0,0,1,1,0,Graduate,2,12,3,12,22,27,10,7,1
19,6,6,11.1,0.6,2.02,1,0,0,1,1,1,Enrolled,1,1,14,1,1,14,5,5,2
22,0,2,15.5,2.8,-4.06,1,0,0,1,1,0,Dropout,1,14,9,1,1,1,5,5,1
34,2,0,15.5,2.8,-4.06,1,0,0,1,1,0,Dropout,1,1,11,1,2,1,3,4,1
28,11,10,11.1,0.6,2.02,1,0,1,0,1,0,Dropout,1,12,4,1,23,28,10,10,1
42,5,5,7.6,2.6,0.32,1,1,0,1,1,0,Enrolled,1,1,16,1,22,27,10,5,1
21,5,4,11.1,0.6,2.02,1,0,0,0,1,0,Enrolled,1,9,6,1,1,14,4,6,1
50,2,1,15.5,2.8,-4.06,1,0,0,1,1,0,Dropout,1,4,4,3,24,29,10,5,1
19,0,0,12.4,0.5,1.79,1,1,0,1,1,0,Dropout,1,1,9,1,3,1,4,5,4
18,4,3,16.2,0.3,-0.92,1,0,0,1,1,0,Dropout,1,14,12,1,3,4,3,5,1
59,0,0,16.2,0.3,-0.92,0,0,0,1,1,0,Dropout,2,12,17,1,22,27,2,2,1
33,0,0,7.6,2.6,0.32,0,1,0,0,1,0,Dropout,2,4,17,3,19,24,13,13,1
23,6,5,9.4,-0.8,-3.12,1,1,0,1,1,1,Graduate,1,8,5,1,22,28,10,11,2
44,3,5,13.9,-0.3,0.79,0,0,0,1,1,0,Dropout,2,12,17,12,22,1,6,6,1
37,0,0,9.4,-0.8,-3.12,0,1,0,1,1,0,Dropout,2,1,3,1,19,24,1,1,4
36,0,0,10.8,1.4,1.74,1,0,0,1,1,0,Dropout,2,12,2,12,22,27,10,10,1
22,3,2,7.6,2.6,0.32,0,0,0,0,1,0,Dropout,1,1,17,1,1,3,5,3,2
49,6,6,12.4,0.5,1.79,0,0,0,1,1,0,Graduate,2,12,3,12,22,27,7,7,1
23,6,4,11.1,0.6,2.02,1,1,0,1,1,0,Graduate,1,16,15,1,1,32,6,4,1
19,5,3,7.6,2.6,0.32,1,1,0,1,1,0,Enrolled,1,1,5,1,1,1,5,10,1
47,6,0,16.2,0.3,-0.92,0,0,0,1,1,0,Dropout,2,14,3,1,22,27,6,6,1
28,17,12,15.5,2.8,-4.06,1,0,0,1,1,0,Graduate,1,14,4,1,1,2,5,3,1
21,4,4,15.5,2.8,-4.06,1,0,0,1,1,0,Enrolled,1,15,4,14,1,28,10,7,1
21,5,5,8.9,1.4,3.51,1,0,1,0,1,0,Dropout,1,1,11,1,23,1,10,10,1
21,10,10,13.9,-0.3,0.79,1,0,0,1,1,0,Graduate,1,14,10,14,2,1,2,3,1
20,6,4,13.9,-0.3,0.79,1,0,0,1,1,0,Enrolled,1,1,5,1,13,28,5,5,1
49,0,0,10.8,1.4,1.74,1,0,0,0,1,0,Dropout,2,13,9,1,22,27,10,10,1
40,5,5,15.5,2.8,-4.06,0,0,0,1,1,0,Graduate,1,12,17,1,13,27,7,9,1
22,6,6,11.1,0.6,2.02,1,0,0,1,1,1,Graduate,1,8,11,1,1,1,4,4,1
19,4,2,15.5,2.8,-4.06,1,0,0,1,1,0,Enrolled,1,13,7,1,1,27,6,6,1
31,0,0,13.9,-0.3,0.79,0,0,0,1,1,0,Dropout,1,12,17,1,3,28,3,8,1
30,2,2,15.5,2.8,-4.06,1,0,0,1,1,0,Dropout,1,13,7,1,5,5,3,3,1
19,5,5,7.6,2.6,0.32,1,0,0,1,1,0,Graduate,1,1,10,1,22,27,6,11,1
22,3,3,9.4,-0.8,-3.12,1,0,0,1,1,0,Dropout,1,9,9,1,19,24,12,12,1
19,6,6,15.5,2.8,-4.06,1,0,0,1,1,0,Graduate,1,1,15,1,13,27,10,10,1
21,0,0,7.6,2.6,0.32,1,0,0,0,1,0,Dropout,1,8,2,1,1,27,5,10,1
19,6,6,11.1,0.6,2.02,1,0,0,1,1,0,Graduate,1,8,14,1,1,28,5,8,3
22,0,1,16.2,0.3,-0.92,1,1,0,1,1,0,Dropout,1,14,9,1,1,14,4,4,2
22,5,5,10.8,1.4,1.74,1,0,0,1,1,0,Graduate,1,1,10,1,4,5,3,3,1
19,4,6,9.4,-0.8,-3.12,1,0,0,1,1,0,Graduate,1,1,10,1,1,1,5,5,1
26,0,0,16.2,0.3,-0.92,1,0,0,0,1,0,Dropout,1,12,11,14,1,1,6,11,1
23,3,1,12.4,0.5,1.79,1,0,0,1,1,0,Enrolled,1,15,7,14,5,31,4,3,1
18,6,5,16.2,0.3,-0.92,1,0,0,1,1,0,Enrolled,1,8,5,1,13,14,8,8,1
22,5,2,15.5,2.8,-4.06,1,0,1,1,1,1,Enrolled,1,1,9,1,22,27,10,10,1
19,5,5,12.4,0.5,1.79,1,1,0,1,1,0,Enrolled,1,9,7,1,3,2,3,4,5
20,0,0,11.1,0.6,2.02,1,0,0,1,1,0,Dropout,1,8,9,1,1,14,5,9,1
22,6,6,7.6,2.6,0.32,1,1,0,1,1,1,Enrolled,1,1,5,1,22,27,10,10,3
18,2,0,12.7,3.7,-1.7,1,1,0,0,1,0,Dropout,1,4,8,3,2,28,3,4,1
39,0,0,10.8,1.4,1.74,0,0,0,1,1,0,Dropout,4,14,17,13,3,1,3,10,2
18,0,0,10.8,1.4,1.74,1,0,0,1,1,0,Dropout,1,1,12,1,13,1,12,12,1
18,5,5,8.9,1.4,3.51,1,0,0,1,1,1,Graduate,1,8,7,1,1,28,4,4,3
19,6,6,13.9,-0.3,0.79,1,0,0,1,1,1,Graduate,1,1,10,1,13,28,10,10,1
18,6,8,12.4,0.5,1.79,1,0,0,1,1,0,Graduate,1,1,12,1,1,14,10,10,1
18,4,0,7.6,2.6,0.32,1,1,0,1,1,1,Dropout,1,1,9,1,19,14,1,5,1
22,4,5,10.8,1.4,1.74,1,1,0,1,1,0,Graduate,1,15,8,14,22,27,7,7,1
19,6,6,12.4,0.5,1.79,1,0,0,1,1,0,Graduate,1,1,10,1,1,1,4,5,1
18,5,5,12.7,3.7,-1.7,1,1,0,1,1,0,Dropout,1,1,8,1,13,27,10,9,1
31,2,2,16.2,0.3,-0.92,1,0,1,0,1,0,Dropout,1,12,7,12,1,1,5,4,1
28,0,0,12.7,3.7,-1.7,0,0,0,1,1,0,Dropout,1,12,17,1,3,1,4,4,1
19,0,0,15.5,2.8,-4.06,1,0,0,1,1,0,Dropout,1,1,5,1,1,1,5,9,1
20,6,6,16.2,0.3,-0.92,1,0,0,1,1,0,Graduate,1,8,11,1,1,1,5,9,1
50,4,0,8.9,1.4,3.51,1,0,0,1,1,0,Dropout,4,12,10,1,13,3,10,3,1
38,5,4,13.9,-0.3,0.79,1,0,0,1,1,0,Enrolled,1,14,5,1,1,2,5,3,1
31,1,1,9.4,-0.8,-3.12,0,1,0,1,1,0,Dropout,2,12,17,1,22,27,10,10,1
27,7,7,7.6,2.6,0.32,1,1,0,1,1,0,Enrolled,1,12,12,1,1,27,10,10,1
21,6,6,12.7,3.7,-1.7,1,1,0,1,1,0,Graduate,1,9,10,1,1,3,10,3,1
34,1,0,8.9,1.4,3.51,1,0,0,1,1,0,Dropout,2,12,7,1,22,27,10,10,1
19,0,1,7.6,2.6,0.32,1,1,0,1,1,0,Enrolled,1,16,7,1,2,27,3,10,1
40,2,3,9.4,-0.8,-3.12,0,1,0,0,1,0,Dropout,2,12,17,1,22,27,2,5,1
18,0,0,12.7,3.7,-1.7,1,1,0,1,1,1,Graduate,1,1,2,1,23,14,10,3,1
46,0,0,15.5,2.8,-4.06,1,0,1,0,1,1,Dropout,2,12,5,9,22,28,6,11,1
37,0,0,7.6,2.6,0.32,0,0,0,1,1,0,Dropout,1,14,3,1,19,24,1,1,5
31,0,0,16.2,0.3,-0.92,1,1,0,1,1,0,Dropout,1,12,4,1,13,27,10,8,1
34,5,5,12.4,0.5,1.79,1,0,0,1,1,0,Graduate,1,12,4,1,1,14,5,11,1
18,0,0,9.4,-0.8,-3.12,1,1,0,1,1,1,Dropout,1,1,2,1,8,8,5,5,6
18,6,6,12.4,0.5,1.79,1,0,0,1,1,1,Graduate,1,1,14,1,23,27,10,10,1
19,6,6,11.1,0.6,2.02,1,1,0,1,1,1,Graduate,1,8,5,1,1,1,4,4,4
40,4,5,15.5,2.8,-4.06,0,0,0,1,1,0,Dropout,1,14,17,1,22,14,10,5,1
25,0,0,12.4,0.5,1.79,1,0,0,1,1,0,Dropout,1,12,8,1,1,28,10,10,1
20,4,3,11.1,0.6,2.02,1,1,1,1,1,0,Dropout,1,8,7,1,23,28,6,10,5
20,5,5,11.1,0.6,2.02,1,0,0,1,1,0,Enrolled,1,8,7,1,13,14,10,10,1
43,0,0,15.5,2.8,-4.06,1,1,0,0,1,0,Dropout,1,12,4,1,22,27,10,11,1
18,4,3,7.6,2.6,0.32,1,1,0,1,1,0,Enrolled,1,8,7,1,22,14,10,5,4
35,18,12,15.5,2.8,-4.06,1,0,0,1,1,0,Graduate,1,14,4,1,2,4,5,2,1
23,4,5,7.6,2.6,0.32,0,0,0,1,1,0,Graduate,1,8,17,1,22,14,10,5,2
19,7,8,12.4,0.5,1.79,1,0,0,1,1,0,Graduate,1,8,12,1,3,3,3,3,1
21,9,7,8.9,1.4,3.51,1,1,0,1,1,1,Graduate,1,17,6,16,1,14,4,9,1
19,4,4,13.9,-0.3,0.79,1,0,0,1,1,0,Enrolled,1,14,14,1,3,14,5,9,1
20,5,5,12.4,0.5,1.79,1,1,0,1,1,0,Graduate,1,9,7,1,1,1,5,4,1
30,0,0,12.4,0.5,1.79,1,0,0,1,1,1,Dropout,1,12,14,1,13,14,4,4,1
44,6,6,12.4,0.5,1.79,1,1,0,1,1,0,Graduate,4,12,11,1,22,14,10,10,1
19,7,7,12.7,3.7,-1.7,1,0,0,1,1,0,Graduate,1,9,12,1,13,3,5,10,1
