Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Unemployment rate,Inflation rate,GDP,Daytime/evening attendance,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Marital status,Application mode,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Application order,Target
35,6,6,9.4,-0.8,-3.12,0,0,0,0,1,0,2,12,3,1,22,27,10,10,1,Graduate
36,0,0,7.6,2.6,0.32,1,1,0,1,1,0,2,12,2,9,22,27,8,8,1,Graduate
47,0,0,15.5,2.8,-4.06,1,0,1,0,1,0,4,12,12,12,22,28,6,6,1,Dropout
22,0,0,8.9,1.4,3.51,0,0,0,1,1,0,1,9,17,1,28,30,3,3,1,Dropout
41,4,3,7.6,2.6,0.32,0,1,0,1,1,0,2,12,17,1,22,27,10,10,1,Dropout
26,0,0,10.8,1.4,1.74,1,0,0,1,1,0,1,4,7,3,19,24,12,12,1,Dropout
51,4,0,10.8,1.4,1.74,0,0,0,0,0,0,2,12,3,1,19,24,12,12,1,Dropout
43,3,4,9.4,-0.8,-3.12,0,0,0,1,0,0,2,12,17,1,22,27,10,10,2,Enrolled
41,5,3,7.6,2.6,0.32,0,1,0,1,0,0,2,12,3,1,19,24,1,1,2,Graduate
23,8,10,7.6,2.6,0.32,1,1,0,1,1,0,1,14,9,1,19,27,10,10,2,Graduate
22,0,0,9.4,-0.8,-3.12,1,1,0,1,1,0,1,14,10,1,19,21,1,6,2,Dropout
25,4,4,12.7,3.7,-1.7,1,1,0,1,1,1,1,8,5,1,22,27,10,10,2,Dropout
25,15,14,9.4,-0.8,-3.12,0,1,0,1,1,0,1,14,17,1,22,27,10,10,1,Graduate
22,11,11,8.9,1.4,3.51,1,1,0,0,1,1,1,17,2,16,1,14,10,10,1,Graduate
24,7,5,8.9,1.4,3.51,1,0,0,1,1,0,1,12,4,1,1,1,30,29,1,Enrolled
47,0,0,16.2,0.3,-0.92,1,0,0,1,1,0,1,12,6,2,23,28,10,11,1,Dropout
41,0,0,7.6,2.6,0.32,0,1,0,1,1,0,2,12,17,12,22,27,6,6,1,Dropout
43,6,5,13.9,-0.3,0.79,1,1,0,1,1,0,1,12,4,1,22,27,10,10,1,Graduate
29,0,0,16.2,0.3,-0.92,1,0,0,1,1,0,1,12,4,1,1,27,10,9,1,Dropout
30,0,0,7.6,2.6,0.32,1,0,0,1,1,0,1,12,7,1,22,27,6,6,2,Dropout
26,0,0,12.7,3.7,-1.7,1,0,0,0,1,0,1,12,9,13,13,28,10,10,2,Dropout
27,0,0,15.5,2.8,-4.06,0,0,0,0,1,0,1,12,17,1,13,28,10,10,2,Dropout
36,5,5,9.4,-0.8,-3.12,1,0,0,1,1,1,2,12,14,1,22,27,10,10,2,Graduate
29,6,6,15.5,2.8,-4.06,1,0,0,1,1,0,1,12,4,12,1,14,5,11,1,Dropout
35,7,5,9.4,-0.8,-3.12,1,1,0,1,1,0,1,13,7,1,19,24,1,1,1,Dropout
18,4,5,10.8,1.4,1.74,1,0,0,1,1,1,1,1,15,1,23,28,7,4,1,Graduate
24,5,5,8.9,1.4,3.51,0,0,0,1,1,1,1,1,17,1,23,27,10,10,1,Graduate
18,6,6,10.8,1.4,1.74,1,1,0,1,1,1,1,1,15,1,23,28,10,8,3,Dropout
18,4,3,7.6,2.6,0.32,1,1,0,1,1,0,1,8,7,1,23,27,6,8,4,Enrolled
21,0,3,9.4,-0.8,-3.12,1,0,0,1,1,0,2,14,6,1,22,27,10,8,1,Enrolled
21,5,5,9.4,-0.8,-3.12,1,1,0,1,1,0,1,13,7,1,23,27,6,9,1,Graduate
32,13,12,15.5,2.8,-4.06,1,0,0,1,1,0,1,12,4,1,1,3,3,7,1,Graduate
22,3,3,11.1,0.6,2.02,1,1,0,1,1,1,1,1,7,1,22,27,10,6,4,Dropout
32,11,10,15.5,2.8,-4.06,1,1,0,0,1,0,1,4,4,3,1,28,10,8,1,Dropout
35,1,0,9.4,-0.8,-3.12,1,0,0,1,1,0,1,14,14,6,19,24,1,1,1,Dropout
23,0,0,8.9,1.4,3.51,1,1,0,0,1,0,1,9,9,1,1,28,5,8,3,Dropout
39,5,3,7.6,2.6,0.32,0,0,0,1,1,0,1,12,3,1,22,27,7,7,1,Enrolled
35,0,1,9.4,-0.8,-3.12,1,0,0,1,1,0,2,14,14,1,19,24,1,1,1,Dropout
32,6,12,16.2,0.3,-0.92,1,0,0,1,1,0,2,12,4,3,3,14,5,7,1,Graduate
20,0,0,7.6,2.6,0.32,1,0,0,1,1,0,1,1,16,1,19,24,1,1,1,Dropout
34,6,4,16.2,0.3,-0.92,1,0,0,1,1,0,1,12,12,1,22,27,10,10,1,Enrolled
44,7,5,8.9,1.4,3.51,0,1,0,1,1,0,1,4,17,15,22,27,7,7,1,Dropout
53,2,3,16.2,0.3,-0.92,1,0,0,1,1,0,2,12,11,12,22,14,10,11,1,Graduate
28,0,0,12.4,0.5,1.79,1,0,1,0,1,0,1,12,7,12,22,27,10,5,1,Dropout
31,9,5,12.7,3.7,-1.7,0,0,0,1,1,0,1,4,17,3,22,27,10,10,1,Dropout
18,0,0,9.4,-0.8,-3.12,1,0,1,0,1,0,1,1,2,1,1,28,6,10,1,Enrolled
44,4,0,15.5,2.8,-4.06,1,0,1,0,1,0,1,12,4,1,1,3,10,11,1,Dropout
19,5,4,12.7,3.7,-1.7,1,1,0,1,1,0,1,1,6,1,1,1,10,10,1,Graduate
21,12,11,8.9,1.4,3.51,1,0,0,1,1,0,1,6,2,1,1,1,3,10,1,Enrolled
18,0,0,9.4,-0.8,-3.12,1,0,0,1,1,1,1,9,7,1,3,14,4,6,1,Dropout
20,6,6,16.2,0.3,-0.92,1,1,0,1,1,0,1,15,4,14,13,14,6,6,1,Graduate
55,6,6,11.1,0.6,2.02,1,0,0,1,1,0,1,12,5,1,22,27,8,8,1,Graduate
27,3,1,7.6,2.6,0.32,1,0,0,1,1,0,1,1,9,1,13,27,5,9,1,Enrolled
19,0,0,12.4,0.5,1.79,1,0,0,1,1,0,1,8,7,1,10,14,6,6,2,Dropout
18,5,5,12.4,0.5,1.79,1,0,0,1,1,0,1,1,9,1,13,27,10,10,1,Graduate
43,4,0,15.5,2.8,-4.06,1,0,0,1,1,0,2,12,15,1,22,27,8,5,1,Dropout
18,0,0,13.9,-0.3,0.79,1,1,0,1,1,0,1,9,11,1,13,14,10,7,3,Dropout
18,0,0,9.4,-0.8,-3.12,1,1,0,1,1,0,1,1,2,1,3,3,3,3,1,Dropout
20,0,0,8.9,1.4,3.51,1,1,1,1,1,1,1,8,11,1,22,28,10,10,5,Dropout
29,4,4,10.8,1.4,1.74,0,0,1,0,1,0,2,12,17,1,22,14,10,10,1,Dropout
44,5,0,13.9,-0.3,0.79,1,1,1,1,1,0,1,12,8,12,22,27,10,11,1,Dropout
18,4,1,10.8,1.4,1.74,1,1,0,1,1,0,1,1,7,1,22,27,10,10,1,Enrolled
20,5,6,15.5,2.8,-4.06,1,0,0,1,1,1,1,15,4,14,22,27,10,2,1,Enrolled
20,4,3,12.4,0.5,1.79,1,1,0,1,1,0,1,14,5,1,23,27,9,8,1,Dropout
36,0,0,10.8,1.4,1.74,1,1,0,1,1,0,2,12,9,1,22,27,10,10,2,Dropout
19,5,2,13.9,-0.3,0.79,1,1,0,1,1,0,1,15,8,14,5,1,3,6,1,Enrolled
29,0,0,12.7,3.7,-1.7,1,0,0,0,1,0,2,12,6,12,22,27,12,12,1,Dropout
18,4,3,10.8,1.4,1.74,1,1,0,1,1,0,1,1,14,1,1,1,10,10,1,Dropout
24,0,0,13.9,-0.3,0.79,1,0,0,0,1,0,1,12,4,1,1,1,2,7,1,Dropout
20,6,6,15.5,2.8,-4.06,1,0,0,1,1,0,1,1,15,1,3,14,3,6,1,Graduate
45,0,0,16.2,0.3,-0.92,0,0,1,0,1,0,2,12,3,12,13,27,10,10,1,Dropout
28,20,20,7.6,2.6,0.32,1,1,0,1,1,1,1,14,12,1,23,27,5,5,2,Graduate
23,6,5,7.6,2.6,0.32,1,1,0,1,1,0,1,1,11,1,13,28,10,10,1,Enrolled
18,7,7,12.4,0.5,1.79,1,1,0,1,1,0,1,1,12,1,1,14,5,8,1,Graduate
23,3,3,9.4,-0.8,-3.12,1,1,0,1,1,0,1,1,9,1,13,14,10,5,2,Dropout
22,0,0,7.6,2.6,0.32,1,1,0,1,1,0,1,14,2,1,3,3,3,3,1,Enrolled
22,6,5,12.4,0.5,1.79,1,0,0,1,1,1,1,1,5,1,13,14,6,6,1,Graduate
33,5,5,10.8,1.4,1.74,0,0,0,1,1,0,1,12,17,9,22,28,6,6,1,Graduate
21,10,11,8.9,1.4,3.51,1,0,0,1,1,0,1,17,4,16,1,28,10,7,1,Graduate
45,5,5,15.5,2.8,-4.06,1,0,0,1,1,0,2,12,9,1,22,27,10,6,1,Graduate
44,4,1,15.5,2.8,-4.06,1,0,0,0,1,0,2,12,4,1,22,27,10,10,1,Dropout
42,0,0,12.7,3.7,-1.7,1,0,0,1,1,0,4,12,14,1,13,14,12,13,1,Dropout
20,0,0,12.4,0.5,1.79,1,1,0,1,1,0,1,9,9,1,13,1,10,8,1,Dropout
20,3,2,9.4,-0.8,-3.12,1,1,0,1,1,0,1,8,9,1,13,28,6,7,6,Enrolled
20,6,6,8.9,1.4,3.51,1,1,0,1,1,1,1,1,11,1,1,28,3,9,2,Graduate
20,3,4,9.4,-0.8,-3.12,1,1,0,1,1,0,1,8,15,1,1,1,5,5,2,Enrolled
19,5,2,8.9,1.4,3.51,1,0,0,1,1,0,1,1,9,1,1,1,10,7,2,Enrolled
26,4,7,12.4,0.5,1.79,0,0,1,0,1,0,1,16,3,1,1,1,5,5,1,Dropout
31,6,5,13.9,-0.3,0.79,1,0,0,1,1,0,2,12,4,1,22,27,9,8,1,Graduate
19,6,6,16.2,0.3,-0.92,1,0,1,1,1,1,1,1,15,1,1,14,10,10,1,Graduate
28,6,6,7.6,2.6,0.32,1,1,0,1,1,0,1,12,15,12,22,27,1,1,1,Graduate
20,0,0,10.8,1.4,1.74,1,1,0,1,1,1,1,1,2,1,13,27,10,10,1,Graduate
43,6,6,9.4,-0.8,-3.12,0,1,0,1,0,0,2,1,3,1,22,1,10,11,2,Graduate
25,0,0,15.5,2.8,-4.06,1,0,0,1,1,1,1,12,2,12,1,14,3,8,1,Dropout
40,2,1,16.2,0.3,-0.92,1,0,1,1,0,0,1,12,10,12,22,27,10,10,1,Dropout
20,6,5,12.4,0.5,1.79,1,0,0,1,0,0,1,15,6,14,5,4,2,2,1,Graduate
46,3,6,11.1,0.6,2.02,0,0,0,1,0,0,2,12,3,9,22,27,10,2,1,Graduate
26,20,14,8.9,1.4,3.51,1,0,0,1,0,0,1,16,1,1,13,27,6,8,1,Graduate
34,6,7,12.4,0.5,1.79,1,0,0,1,0,1,2,12,12,1,3,1,6,6,1,Graduate
19,0,0,10.8,1.4,1.74,1,1,0,1,0,0,1,9,16,1,23,27,10,6,3,Dropout
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,1,1,1,12,1,13,14,10,10,6,Graduate
18,7,8,12.7,3.7,-1.7,1,1,0,1,0,0,1,1,13,1,13,14,5,10,1,Graduate
37,6,5,13.9,-0.3,0.79,0,0,0,1,1,1,1,12,3,1,23,27,10,8,1,Graduate
23,0,0,9.4,-0.8,-3.12,1,0,0,1,1,1,1,8,2,1,13,28,10,8,1,Graduate
26,14,13,15.5,2.8,-4.06,1,0,0,1,1,0,1,14,5,1,13,28,10,8,1,Graduate
18,5,0,10.8,1.4,1.74,1,1,0,0,0,0,1,5,15,1,13,28,4,6,2,Dropout
18,4,5,12.4,0.5,1.79,1,1,0,1,0,0,1,6,12,1,3,2,14,5,1,Enrolled
19,7,8,11.1,0.6,2.02,1,1,0,1,0,0,1,8,12,1,3,3,3,3,4,Graduate
18,6,6,12.4,0.5,1.79,1,0,0,1,0,0,1,5,6,1,13,1,5,10,2,Graduate
19,6,5,8.9,1.4,3.51,1,1,0,1,0,0,1,1,14,1,1,3,5,4,1,Dropout
20,4,1,8.9,1.4,3.51,1,1,0,1,1,0,1,8,7,1,1,1,29,36,4,Enrolled
22,6,4,9.4,-0.8,-3.12,1,0,0,1,0,1,1,8,5,1,1,1,2,6,1,Graduate
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,1,1,1,12,1,13,1,10,6,3,Graduate
18,6,6,13.9,-0.3,0.79,1,0,0,1,0,1,1,8,11,1,13,29,6,5,1,Graduate
18,6,6,8.9,1.4,3.51,1,1,0,1,0,1,1,1,15,1,23,28,6,6,3,Graduate
18,6,6,12.4,0.5,1.79,1,1,0,1,0,1,1,1,11,1,23,27,6,8,6,Graduate
18,6,6,8.9,1.4,3.51,1,1,0,1,0,0,1,1,11,1,4,3,8,5,2,Graduate
19,7,7,11.1,0.6,2.02,1,1,0,1,0,1,1,8,12,1,1,14,8,8,6,Graduate
20,0,0,15.5,2.8,-4.06,1,0,0,1,0,0,1,8,16,1,13,1,6,6,1,Dropout
19,6,0,15.5,2.8,-4.06,1,1,0,1,0,1,1,8,10,1,1,14,10,6,4,Dropout
18,6,3,15.5,2.8,-4.06,1,1,0,1,0,0,1,1,6,1,3,1,5,8,2,Graduate
18,6,6,12.4,0.5,1.79,1,1,0,1,0,1,1,1,5,1,1,1,10,8,4,Dropout
18,7,8,11.1,0.6,2.02,1,1,0,1,0,1,1,8,12,1,13,14,8,8,6,Graduate
18,6,6,12.4,0.5,1.79,1,1,0,1,0,0,1,8,15,1,3,28,3,7,2,Graduate
18,5,4,10.8,1.4,1.74,1,0,0,1,0,1,1,8,9,1,13,28,5,9,1,Graduate
18,6,6,16.2,0.3,-0.92,1,1,1,1,0,0,1,8,15,1,1,1,5,8,1,Graduate
20,6,6,16.2,0.3,-0.92,1,0,0,1,0,1,1,15,4,14,22,28,10,7,1,Graduate
19,3,6,9.4,-0.8,-3.12,1,1,0,1,0,1,1,7,10,1,23,27,4,6,2,Graduate
18,6,6,8.9,1.4,3.51,1,1,0,1,0,1,1,8,8,1,2,14,3,7,1,Enrolled
19,6,6,12.4,0.5,1.79,1,1,0,1,0,1,1,1,10,1,23,28,9,8,1,Graduate
19,5,4,12.7,3.7,-1.7,1,1,0,1,0,0,1,8,16,1,3,1,2,6,2,Enrolled
19,5,5,9.4,-0.8,-3.12,1,0,0,1,0,0,1,14,8,1,3,4,4,3,1,Enrolled
19,6,6,12.4,0.5,1.79,1,0,0,1,0,0,1,1,14,1,13,14,8,8,1,Graduate
20,6,5,8.9,1.4,3.51,1,0,1,1,0,0,1,6,14,1,27,1,3,8,1,Graduate
18,4,5,10.8,1.4,1.74,1,1,0,1,0,1,1,9,8,1,23,14,10,6,1,Graduate
33,2,0,12.4,0.5,1.79,1,0,0,1,0,0,1,4,9,3,1,29,5,8,1,Dropout
19,6,0,13.9,-0.3,0.79,1,0,0,1,0,1,1,1,16,1,13,14,5,6,1,Dropout
18,7,8,15.5,2.8,-4.06,1,0,0,1,0,1,1,8,13,1,1,1,10,10,2,Graduate
19,0,0,8.9,1.4,3.51,1,0,0,1,0,0,1,8,5,1,13,1,5,4,1,Dropout
19,3,4,15.5,2.8,-4.06,1,0,0,1,0,0,1,15,4,14,23,28,7,4,1,Enrolled
18,6,6,12.4,0.5,1.79,1,1,0,1,0,0,1,1,15,1,3,1,3,9,3,Graduate
20,6,6,10.8,1.4,1.74,1,1,0,1,0,0,1,1,10,1,13,14,10,6,1,Graduate
19,8,8,9.4,-0.8,-3.12,1,1,0,1,0,0,1,1,12,1,13,27,8,8,5,Graduate
18,6,6,9.4,-0.8,-3.12,1,1,0,1,1,1,1,1,15,1,13,14,10,10,2,Graduate
19,2,0,13.9,-0.3,0.79,1,1,1,1,1,1,1,8,11,1,1,2,6,4,2,Dropout
25,15,11,13.9,-0.3,0.79,0,1,0,1,0,0,1,14,3,1,22,27,10,10,1,Graduate
20,6,6,12.7,3.7,-1.7,1,1,0,1,0,1,1,8,5,1,3,3,5,5,3,Enrolled
19,6,6,12.7,3.7,-1.7,0,0,0,1,0,0,1,1,3,1,23,27,6,6,1,Graduate
33,2,0,7.6,2.6,0.32,0,1,1,1,1,0,1,8,17,1,19,24,1,1,1,Dropout
18,3,3,8.9,1.4,3.51,1,1,1,1,1,0,1,9,7,1,13,28,32,39,4,Enrolled
18,4,2,7.6,2.6,0.32,1,1,0,1,1,0,1,1,7,1,13,27,6,9,1,Enrolled
19,4,5,11.1,0.6,2.02,1,0,0,1,0,0,1,6,9,1,1,1,3,4,1,Graduate
18,0,0,12.4,0.5,1.79,1,1,0,1,0,0,1,1,2,1,3,3,3,3,2,Enrolled
19,5,2,13.9,-0.3,0.79,1,0,0,1,0,0,1,14,9,1,23,14,20,36,1,Enrolled
18,6,6,11.1,0.6,2.02,1,1,0,1,0,0,1,1,15,1,13,1,6,11,1,Dropout
18,6,5,7.6,2.6,0.32,1,1,0,1,0,0,1,8,16,1,3,14,3,8,5,Graduate
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,0,1,1,12,1,13,27,8,8,3,Graduate
37,2,0,16.2,0.3,-0.92,1,0,0,1,0,0,2,12,12,12,23,28,3,11,1,Dropout
20,1,0,9.4,-0.8,-3.12,1,0,0,1,0,0,1,1,10,1,23,1,3,5,1,Enrolled
20,6,6,10.8,1.4,1.74,1,1,0,1,0,1,1,1,11,1,22,27,6,6,1,Graduate
21,6,6,11.1,0.6,2.02,1,0,0,1,1,0,1,6,10,1,13,14,10,7,1,Graduate
18,7,8,12.4,0.5,1.79,1,0,0,1,0,1,1,8,12,1,23,1,6,5,1,Graduate
26,3,5,15.5,2.8,-4.06,0,0,0,1,0,0,1,12,3,1,13,1,10,9,1,Enrolled
41,5,5,7.6,2.6,0.32,1,0,1,1,0,0,1,12,9,9,22,27,10,8,1,Enrolled
18,6,6,16.2,0.3,-0.92,1,1,0,1,0,1,1,1,15,1,13,1,4,10,2,Graduate
18,8,8,9.4,-0.8,-3.12,1,0,1,1,0,0,1,1,12,1,13,27,10,8,4,Graduate
31,7,8,11.1,0.6,2.02,1,1,0,1,0,0,1,1,12,1,23,28,10,10,1,Graduate
23,6,6,12.7,3.7,-1.7,1,0,1,1,0,0,1,1,10,1,1,1,5,11,1,Graduate
19,6,6,7.6,2.6,0.32,1,1,0,1,0,0,1,1,12,1,22,14,10,10,4,Graduate
20,6,6,11.1,0.6,2.02,1,1,0,1,0,1,1,7,15,1,22,28,5,10,3,Graduate
40,9,7,12.7,3.7,-1.7,0,0,0,1,0,0,2,12,3,1,22,27,8,6,1,Graduate
32,4,3,16.2,0.3,-0.92,1,1,1,1,0,0,1,15,6,14,22,27,10,10,1,Dropout
24,2,1,10.8,1.4,1.74,1,1,0,1,0,0,1,1,11,1,22,27,10,8,4,Dropout
18,6,6,7.6,2.6,0.32,1,1,0,1,0,0,1,8,12,1,13,27,6,9,4,Graduate
18,6,6,10.8,1.4,1.74,1,0,0,1,0,0,1,1,10,1,22,27,10,10,1,Graduate
18,6,6,10.8,1.4,1.74,1,1,0,1,0,1,1,1,10,1,13,27,5,8,1,Graduate
27,0,0,15.5,2.8,-4.06,1,1,0,0,0,0,1,12,4,1,23,28,5,8,1,Dropout
18,5,5,7.6,2.6,0.32,1,0,0,1,0,0,1,1,9,1,23,27,10,6,1,Graduate
26,4,4,12.7,3.7,-1.7,0,0,0,1,0,0,1,12,17,1,13,27,10,9,1,Enrolled
19,6,6,7.6,2.6,0.32,1,1,0,1,0,0,1,1,16,1,13,10,10,5,1,Graduate
19,5,6,7.6,2.6,0.32,0,1,0,1,0,0,1,8,3,1,22,24,1,1,2,Graduate
21,3,3,9.4,-0.8,-3.12,1,1,0,1,0,0,1,9,9,1,1,27,6,6,2,Enrolled
24,2,1,12.7,3.7,-1.7,1,1,0,1,0,0,1,1,9,1,1,14,5,7,4,Enrolled
20,3,2,12.7,3.7,-1.7,1,0,0,1,0,0,1,8,16,1,22,27,10,11,1,Dropout
18,5,5,10.8,1.4,1.74,1,1,0,1,0,0,1,1,16,1,13,1,6,10,4,Enrolled
30,0,0,11.1,0.6,2.02,1,0,0,1,0,0,1,12,4,1,13,14,10,10,1,Dropout
22,6,6,11.1,0.6,2.02,1,1,1,0,0,0,1,1,16,1,13,27,10,10,1,Enrolled
21,9,10,10.8,1.4,1.74,1,0,0,1,0,0,1,4,9,3,22,14,10,9,1,Graduate
26,6,8,13.9,-0.3,0.79,1,0,0,1,0,0,1,12,13,1,13,14,5,6,1,Dropout
23,2,1,9.4,-0.8,-3.12,1,1,0,1,0,0,1,8,9,1,13,14,8,8,1,Enrolled
18,6,6,16.2,0.3,-0.92,1,0,0,1,0,1,1,8,5,1,13,27,6,10,1,Graduate
21,5,5,12.7,3.7,-1.7,1,1,1,1,0,0,1,1,5,1,1,27,6,10,1,Dropout
18,0,0,13.9,-0.3,0.79,1,0,0,1,0,1,1,14,2,1,13,28,10,10,1,Dropout
21,2,4,9.4,-0.8,-3.12,1,1,0,1,0,0,1,8,6,1,13,27,6,6,3,Enrolled
18,5,5,7.6,2.6,0.32,1,1,0,1,0,0,1,8,16,1,23,28,8,8,3,Enrolled
19,6,5,12.7,3.7,-1.7,1,1,0,1,0,1,1,8,16,1,22,27,6,10,3,Dropout
22,4,3,7.6,2.6,0.32,1,1,0,1,0,0,1,8,11,1,1,1,5,10,1,Enrolled
19,6,6,12.4,0.5,1.79,1,1,0,1,0,0,1,1,10,1,23,14,6,9,3,Graduate
19,0,0,9.4,-0.8,-3.12,1,1,0,0,0,0,1,1,6,1,23,27,10,9,5,Dropout
19,2,1,9.4,-0.8,-3.12,1,1,0,1,0,0,1,8,10,1,22,27,8,6,1,Dropout
27,3,5,9.4,-0.8,-3.12,1,0,0,1,0,0,2,15,6,14,22,27,30,43,1,Graduate
22,5,5,12.7,3.7,-1.7,1,1,0,1,0,0,1,5,6,1,22,27,6,6,1,Graduate
18,5,6,15.5,2.8,-4.06,1,1,0,1,0,0,1,1,15,1,22,1,10,8,1,Dropout
20,6,4,9.4,-0.8,-3.12,1,1,0,1,0,0,1,8,11,1,23,28,6,6,4,Graduate
34,3,2,9.4,-0.8,-3.12,0,0,0,1,0,0,2,14,17,1,22,27,10,10,1,Dropout
18,6,8,13.9,-0.3,0.79,1,1,0,1,0,0,1,8,12,1,1,28,6,9,2,Graduate
20,4,4,9.4,-0.8,-3.12,1,1,0,1,1,0,1,8,15,1,1,1,6,6,2,Graduate
20,5,5,12.7,3.7,-1.7,1,1,0,1,0,0,1,1,8,1,1,14,6,6,1,Graduate
25,0,0,16.2,0.3,-0.92,0,0,0,1,1,0,1,12,17,1,1,28,5,10,1,Dropout
18,5,3,8.9,1.4,3.51,1,1,0,1,1,0,1,1,7,1,3,14,3,10,4,Dropout
18,5,4,8.9,1.4,3.51,1,0,0,0,1,0,1,1,8,1,1,1,10,10,1,Dropout
18,5,0,9.4,-0.8,-3.12,1,1,0,1,0,1,1,8,16,1,13,28,6,8,1,Dropout
19,5,5,12.4,0.5,1.79,1,0,0,1,0,1,1,8,11,1,1,14,6,5,1,Graduate
19,6,5,10.8,1.4,1.74,1,1,0,1,0,1,1,8,16,1,23,14,6,6,2,Dropout
21,6,6,13.9,-0.3,0.79,1,0,0,1,0,1,1,15,10,1,1,1,6,6,1,Graduate
29,9,10,9.4,-0.8,-3.12,1,0,0,1,0,0,1,13,5,1,3,2,3,3,1,Enrolled
20,6,6,12.4,0.5,1.79,1,1,0,1,0,1,1,1,5,1,1,27,10,10,1,Graduate
21,11,10,8.9,1.4,3.51,0,1,1,1,0,1,1,16,3,16,13,27,19,44,1,Graduate
34,2,1,10.8,1.4,1.74,0,0,0,1,0,0,1,14,17,1,22,27,10,9,1,Dropout
20,6,6,12.7,3.7,-1.7,1,1,0,1,0,0,1,1,15,1,1,27,4,10,4,Graduate
24,0,1,10.8,1.4,1.74,0,0,0,1,1,0,1,12,17,1,22,27,10,10,1,Dropout
18,7,8,16.2,0.3,-0.92,1,0,0,1,1,0,1,1,12,1,1,1,5,4,1,Graduate
19,7,7,7.6,2.6,0.32,1,0,0,1,1,0,1,1,12,1,1,14,5,5,1,Enrolled
18,4,4,15.5,2.8,-4.06,1,0,0,1,1,1,1,1,9,1,1,14,8,8,1,Enrolled
28,4,5,10.8,1.4,1.74,0,0,0,1,1,0,1,12,17,1,23,28,10,6,9,Enrolled
28,2,1,11.1,0.6,2.02,0,0,0,1,1,0,1,12,17,1,1,1,10,8,1,Dropout
20,4,0,7.6,2.6,0.32,1,0,0,1,1,0,1,8,11,1,23,28,1,6,1,Dropout
22,8,8,9.4,-0.8,-3.12,1,1,0,1,1,0,1,14,12,1,1,1,8,5,1,Graduate
19,7,7,10.8,1.4,1.74,1,1,0,1,1,0,1,1,12,1,13,1,5,5,4,Graduate
20,6,4,12.4,0.5,1.79,1,1,0,1,1,0,1,1,14,1,1,14,8,6,1,Enrolled
26,2,0,12.4,0.5,1.79,1,0,0,1,1,0,1,12,13,1,3,1,3,5,2,Dropout
21,3,0,9.4,-0.8,-3.12,1,1,0,0,1,0,1,1,11,1,22,27,10,10,2,Dropout
18,0,0,12.4,0.5,1.79,1,1,0,1,1,0,1,7,2,1,3,3,3,3,2,Graduate
18,5,5,11.1,0.6,2.02,1,1,0,1,1,0,1,8,9,1,22,28,10,8,1,Graduate
22,17,17,11.1,0.6,2.02,1,1,0,1,1,0,1,1,2,1,13,14,5,8,2,Graduate
36,0,0,16.2,0.3,-0.92,1,0,0,1,1,0,2,12,7,12,22,27,10,10,1,Dropout
20,6,6,13.9,-0.3,0.79,1,1,0,1,1,1,1,1,15,1,23,28,10,10,1,Graduate
20,3,0,10.8,1.4,1.74,1,0,0,1,1,0,1,8,14,1,3,4,3,3,5,Dropout
25,4,3,12.4,0.5,1.79,0,0,0,1,1,0,1,12,17,1,22,1,6,5,1,Dropout
35,5,5,15.5,2.8,-4.06,1,0,0,1,1,0,1,12,4,1,22,14,7,5,1,Graduate
22,0,0,11.1,0.6,2.02,1,0,0,1,1,0,1,1,2,1,1,27,8,8,1,Dropout
26,7,7,12.4,0.5,1.79,1,0,0,1,1,0,1,14,5,1,3,29,4,8,1,Enrolled
20,4,2,16.2,0.3,-0.92,1,0,1,0,1,0,1,15,4,14,23,28,10,6,1,Dropout
50,6,2,16.2,0.3,-0.92,0,0,0,1,1,0,1,14,3,9,22,1,10,11,1,Dropout
20,5,5,10.8,1.4,1.74,1,0,0,1,1,0,1,1,12,1,13,28,10,9,1,Dropout
20,5,8,12.4,0.5,1.79,1,0,0,1,1,0,1,1,12,1,3,1,3,9,1,Enrolled
35,5,1,15.5,2.8,-4.06,1,0,0,0,1,0,1,4,4,3,3,14,3,11,1,Dropout
19,6,6,15.5,2.8,-4.06,1,0,0,1,1,1,1,1,14,1,3,14,5,6,1,Graduate
43,0,0,9.4,-0.8,-3.12,1,0,0,1,1,0,2,12,9,1,22,27,6,8,2,Dropout
19,7,7,10.8,1.4,1.74,1,0,0,1,1,0,1,8,12,1,3,28,3,2,5,Graduate
25,6,6,12.7,3.7,-1.7,1,0,0,1,1,0,1,12,12,1,22,27,10,10,1,Graduate
19,0,0,13.9,-0.3,0.79,1,1,0,1,1,0,1,7,2,1,1,3,6,11,1,Graduate
20,6,6,7.6,2.6,0.32,1,1,0,1,1,1,1,8,16,1,1,14,10,10,2,Enrolled
22,0,0,12.7,3.7,-1.7,1,1,0,1,1,0,1,1,2,1,23,27,6,6,1,Dropout
19,6,5,11.1,0.6,2.02,1,0,0,1,1,1,1,1,11,1,22,27,4,4,1,Dropout
32,4,4,13.9,-0.3,0.79,0,0,0,1,1,0,2,12,17,1,13,27,4,10,1,Dropout
57,5,6,9.4,-0.8,-3.12,1,1,0,1,1,0,2,12,15,13,22,27,10,8,1,Graduate
